"species","Longitude","Latitude","gbifID"
"Osmunda regalis",-85.638303,42.193843,5052344427
"Osmunda regalis",-82.739003,43.899282,5052344430
"Osmunda regalis",-84.015202,44.197592,5052344433
"Osmunda regalis",-86.625162,41.834661,5052344435
"Osmundastrum cinnamomeum",-84.382,42.827,5052307471
"Osmunda regalis",-84.474109,42.715782,1030475657
"Osmunda regalis",-84.4769,42.715367,1030475631
"Osmunda regalis",-76.368293,40.205094,5052309633
"Osmundastrum cinnamomeum",-96.774205,30.746241,5052309638
"Osmundastrum cinnamomeum",-71.1,43.783333,5052309641
"Osmundastrum cinnamomeum",-81.706484,30.166074,5052309644
"Osmundastrum cinnamomeum",-90.172725,46.479263,5052309652
"Osmundastrum cinnamomeum",-84.175476,45.2347,5052309655
"Osmundastrum cinnamomeum",-86.624924,41.834808,5052309658
"Osmundastrum cinnamomeum",-84.931467,42.771968,5052309660
"Osmundastrum cinnamomeum",-84.486031,42.725644,5052309662
"Osmundastrum cinnamomeum",-85.326725,42.296782,5052309665
"Osmunda regalis",-84.480847,42.644363,5052309676
"Osmunda regalis",-85.826093,43.636203,5052309679
"Osmunda regalis",-85.093978,44.630397,5052309682
"Osmunda regalis",-83.803042,44.248113,5052309685
"Osmunda regalis",-85.033533,42.6614,5052309687
"Osmunda regalis",-70.772853,43.071755,5052326786
"Osmunda regalis",-76.099733,45.597847,5052326789
"Osmundastrum cinnamomeum",-71.63412,44.258504,5052326791
"Osmundastrum cinnamomeum",-72.127299,41.79482,5052326793
"Osmundastrum cinnamomeum",-81.8667,35.8833,5052326794
"Osmundastrum cinnamomeum",-77.5,46.1,5052326796
"Osmundastrum cinnamomeum",-81.970965,36.387929,5052326797
"Osmundastrum cinnamomeum",-82.632043,27.51226,5052326800
"Osmundastrum cinnamomeum",-85.826093,43.636203,5052326808
"Osmundastrum cinnamomeum",-85.536749,42.619774,5052326811
"Osmundastrum cinnamomeum",-84.82549,44.429158,5052326813
"Osmundastrum cinnamomeum",-86.387733,41.820531,5052326814
"Osmundastrum cinnamomeum",-84.508325,42.694177,5052326816
"Osmundastrum cinnamomeum",-86.248392,43.234181,5052326818
"Osmundastrum cinnamomeum",-85.09313,42.39859,5052326820
"Osmundastrum cinnamomeum",-83.522603,44.656545,5052326821
"Osmunda regalis",-86.353644,43.343548,5052326831
"Osmunda regalis",-83.528201,42.566258,5052326834
"Osmunda regalis",-85.093978,44.630397,5052326837
"Osmunda regalis",-86.006467,42.615788,5052326839
"Osmunda regalis",-85.575356,42.74637,5052326841
"Osmunda regalis",-84.474683,42.716117,1030475692
"Osmunda regalis",-78.479743,42.434508,5052303061
"Osmunda regalis",-70.772853,43.071755,5052303062
"Osmunda regalis",-71.109558,42.373446,5052303064
"Osmunda regalis",-76.099733,45.597847,5052303065
"Osmundastrum cinnamomeum",-87.260391,41.618162,5052303067
"Osmundastrum cinnamomeum",-71.872853,43.939997,5052303069
"Osmundastrum cinnamomeum",-96.345268,30.979144,5052303070
"Osmundastrum cinnamomeum",-71.116667,43.766667,5052303072
"Osmundastrum cinnamomeum",-79.643857,38.586152,5052303073
"Osmundastrum cinnamomeum",-84.022772,44.033354,5052303084
"Osmundastrum cinnamomeum",-84.034111,42.763694,1030480628
"Osmundastrum cinnamomeum",-86.263985,43.207704,5052303086
"Osmundastrum cinnamomeum",-84.398602,43.226875,5052303089
"Osmundastrum cinnamomeum",-88.501047,46.629097,5052303091
"Osmundastrum cinnamomeum",-84.020503,42.318092,5052303093
"Osmundastrum cinnamomeum",-83.63054,41.917916,5052303096
"Osmunda regalis",-84.694365,45.580029,5052303107
"Osmunda regalis",-84.513554,42.690069,5052303110
"Osmunda regalis",-85.5333,42.5833,5052303112
"Osmunda regalis",-84.955688,45.188677,5052303115
"Osmunda regalis",-73.675554,44.740301,5052303135
"Osmundastrum cinnamomeum",-86.485218,41.993341,1030503142
"Osmundastrum cinnamomeum",-70.967838,43.126196,5052321724
"Osmundastrum cinnamomeum",-82.01548,29.67763,5052343353
"Osmundastrum cinnamomeum",-84.474049,42.715455,1030475663
"Osmunda regalis",-70.772853,43.071755,5052344380
"Osmundastrum cinnamomeum",-77.036366,38.895112,5052344385
"Osmundastrum cinnamomeum",-74.265979,40.437052,5052344387
"Osmundastrum cinnamomeum",-73.190409,41.178822,5052344388
"Osmundastrum cinnamomeum",-76.771068,37.298581,5052344390
"Osmundastrum cinnamomeum",-73.260959,44.309774,5052344393
"Osmundastrum cinnamomeum",-86.166684,42.112819,5052344401
"Osmundastrum cinnamomeum",-83.762549,45.968184,5052344402
"Osmundastrum cinnamomeum",-83.0333,42.7167,5052344405
"Osmundastrum cinnamomeum",-86.387733,41.820531,5052344407
"Osmundastrum cinnamomeum",-84.398602,43.226875,5052344408
"Osmundastrum cinnamomeum",-88.43637,47.264222,5052344410
"Osmundastrum cinnamomeum",-89.446644,46.240134,5052344412
"Osmundastrum cinnamomeum",-83.63054,41.917916,5052344415
"Osmunda regalis",-89.687123,46.7776,5052344426
"Osmunda regalis",-84.63919,45.552698,5052344428
"Osmunda regalis",-86.420036,44.102413,5052344429
"Osmunda regalis",-84.966693,42.18857,5052344431
"Osmunda regalis",-84.39389,42.791713,5052344432
"Osmunda regalis",-85.847502,44.592529,5052344434
"Osmunda regalis",-84.478513,42.722933,5052344436
"Osmunda regalis",-86.313919,41.962127,5052344437
"Osmundastrum cinnamomeum",-86.485218,41.993341,1030503117
"Osmundastrum cinnamomeum",-84.474325,42.71607,1030475656
"Osmunda regalis",-81.685353,28.852768,5052309632
"Osmunda regalis",-81.244884,29.762497,5052309635
"Osmundastrum cinnamomeum",-88.970674,31.544993,5052309637
"Osmundastrum cinnamomeum",-73.209002,41.54454,5052309639
"Osmundastrum cinnamomeum",-81.639085,30.625195,5052309642
"Osmundastrum cinnamomeum",-84.543106,42.6201,5052309651
"Osmundastrum cinnamomeum",-84.347173,42.857823,5052309653
"Osmundastrum cinnamomeum",-84.931467,42.771968,5052309654
"Osmundastrum cinnamomeum",-84.510722,42.694927,5052309659
"Osmundastrum cinnamomeum",-85.093258,42.39916,5052309661
"Osmundastrum cinnamomeum",-89.446644,46.240134,5052309663
"Osmundastrum cinnamomeum",-82.739003,43.899282,5052309664
"Osmunda regalis",-83.032984,42.670866,5052309677
"Osmunda regalis",-85.520183,42.606952,5052309678
"Osmunda regalis",-84.931467,42.771968,5052309680
"Osmunda regalis",-84.600714,43.229341,5052309681
"Osmunda regalis",-84.401851,42.765118,5052309683
"Osmunda regalis",-84.834776,44.274461,5052309684
"Osmunda regalis",-85.847502,44.592529,5052309686
"Osmunda regalis",-84.478513,42.722933,5052309688
"Osmunda regalis",-85.5333,42.5833,5052309689
"Osmundastrum cinnamomeum",-85.35993,42.90365,5052330956
"Osmunda regalis",-74.6667,45.0833,1804472937
"Osmunda regalis",-90.7,48.28,4596285983
"Osmunda regalis",-80.3,47.38,4596288068
"Osmundastrum cinnamomeum",-77.75,45.42,4596286243
"Osmundastrum cinnamomeum",-75.5,45.4,4596293384
"Osmundastrum cinnamomeum",-62.5,45.15,4596289380
"Osmundastrum cinnamomeum",-62.5,45.1,4596288750
"Osmundastrum cinnamomeum",-67.4667,45.6667,1804573653
"Osmunda regalis",-81.28,45.22,4596293854
"Osmunda regalis",-72.475,46.3083,4596289238
"Osmunda regalis",-72.22,45.33,4596276325
"Osmundastrum cinnamomeum",-74.95,46.38,4596277500
"Osmundastrum cinnamomeum",-64.37,48.92,4596281505
"Osmundastrum cinnamomeum",-75.5,45.1833,1804403600
"Osmundastrum cinnamomeum",-72.98,46.68,4596276805
"Osmunda regalis",-85.7,47.73,4596276915
"Osmundastrum cinnamomeum",-71.275,46.78,4596277872
"Osmunda regalis",-62.5,45.1,4596277965
"Osmunda regalis",-75.55,45.3,1804429042
"Osmunda regalis",-75.5,45.4,4596283350
"Osmunda regalis",-77.82,44.38,4596283670
"Osmunda regalis",-75.5333,44.7833,1804507513
"Osmunda regalis",-74.55,45.0833,1804511715
"Osmundastrum cinnamomeum",-79.07,43.92,4596291617
"Osmundastrum cinnamomeum",-79.23,48.18,4596290862
"Osmundastrum cinnamomeum",-77.0333,45.5833,1804586768
"Osmunda regalis",-75.6167,45.3,1804588927
"Osmundastrum cinnamomeum",-63.2,46.43,4596292176
"Osmunda regalis",-5.189798,58.375544,2961126467
"Osmunda regalis",-5.194273,58.376224,2961068737
"Osmunda regalis",-5.190993,58.375326,2961094430
"Osmunda regalis",-5.195174,58.374646,3783562622
"Osmunda regalis",-5.191028,58.376098,2961097754
"Osmunda regalis",-5.194273,58.376224,2961094748
"Osmunda regalis",-4.657864,55.587824,2961093886
"Osmunda regalis",-5.191028,58.376098,3783557377
"Osmunda regalis",-5.196122,58.375288,2961131034
"Osmunda regalis",-5.188172,58.38104,2961077512
"Osmunda regalis",-5.192328,58.381009,2961128190
"Osmunda regalis",-5.194273,58.376224,2961154330
"Osmunda regalis",-5.194469,58.374412,2961087775
"Osmunda regalis",-5.194273,58.376224,2961154917
"Osmunda regalis",-5.194273,58.376224,2961088157
"Osmunda regalis",-5.188062,58.381708,2961100104
"Osmunda regalis",-5.189798,58.375544,2961099113
"Osmunda regalis",-4.657864,55.587824,2961105478
"Osmunda regalis",-5.194273,58.376224,2961052582
"Osmunda regalis",-5.190882,58.375427,2961122632
"Osmunda regalis",-5.194273,58.376224,2961053084
"Osmunda regalis",-5.192026,58.375021,2961059934
"Osmunda regalis",-5.192042,58.375012,3783565557
"Osmunda regalis",-5.19094,58.375309,3783565586
"Osmunda regalis",-5.18371,58.380325,3783561584
"Osmunda regalis",-5.194273,58.376224,2961163227
"Osmunda regalis",-5.193151,58.372135,2961119444
"Osmunda regalis",-5.192026,58.375021,2961109836
"Osmunda regalis",-5.194273,58.376224,2961057229
"Osmunda regalis",-5.194273,58.376224,2961130158
"Osmunda regalis",-5.190917,58.380549,2961139672
"Osmunda regalis",-5.188172,58.38104,2961073644
"Osmunda regalis",-5.189985,58.375531,2961132380
"Osmunda regalis",-5.188172,58.38104,2961086874
"Osmunda regalis",-5.190016,58.375494,3783569546
"Osmunda regalis",-5.190502,58.382959,3783569548
"Osmunda regalis",-5.191839,58.385065,2961133113
"Osmunda regalis",-5.194273,58.376224,2961101854
"Osmunda regalis",-5.191011,58.380637,2961141903
"Osmunda regalis",-5.193362,58.372579,2961167591
"Osmunda regalis",-5.19191,58.375069,2961167934
"Osmunda regalis",-5.194273,58.376224,2961058868
"Osmunda regalis",-5.194273,58.376224,2961062041
"Osmunda regalis",-5.188009,58.381691,3783554419
"Osmunda regalis",-4.660238,55.590074,2961117252
"Osmunda regalis",-4.658653,55.590108,2961078827
"Osmunda regalis",-5.248758,57.97158,2961161545
"Osmunda regalis",-5.189985,58.375531,2961091062
"Osmunda regalis",-4.658532,55.588313,2961120652
"Osmunda regalis",-5.194244,58.374391,3783560338
"Osmunda regalis",-5.190942,58.375336,2961055974
"Osmunda regalis",-5.194273,58.376224,2961056182
"Osmunda regalis",-5.191028,58.376098,2961131074
"Osmunda regalis",-5.190456,58.375447,3783557448
"Osmunda regalis",-4.658653,55.590108,2961077854
"Osmunda regalis",-5.191839,58.385065,2961154396
"Osmunda regalis",-5.1968,58.373707,2961102469
"Osmunda regalis",-5.19191,58.375069,2961099174
"Osmunda regalis",-5.190942,58.375336,2961123066
"Osmunda regalis",-5.184736,58.377468,2961134329
"Osmunda regalis",-4.658653,55.590108,2961114561
"Osmunda regalis",-5.190942,58.375336,2961128397
"Osmunda regalis",-5.19204,58.374994,2961125732
"Osmunda regalis",-5.187237,58.3811,2961071861
"Osmunda regalis",-5.19191,58.375069,2961157704
"Osmunda regalis",-5.194273,58.376224,2961142448
"Osmunda regalis",-5.192026,58.375021,2961162409
"Osmunda regalis",-4.658653,55.590108,2961089412
"Osmunda regalis",-5.194273,58.376224,2961163075
"Osmunda regalis",-5.188172,58.38104,2961056754
"Osmunda regalis",-5.191028,58.376098,2961056900
"Osmunda regalis",-5.188172,58.38104,2961123870
"Osmunda regalis",-4.658532,55.588313,2961076319
"Osmunda regalis",-5.189798,58.375544,2961124542
"Osmunda regalis",-5.194273,58.376224,2961158969
"Osmunda regalis",-5.189985,58.375531,2961102057
"Osmunda regalis",-4.658653,55.590108,2961101025
"Osmunda regalis",-5.188172,58.38104,2961164534
"Osmunda regalis",-5.194273,58.376224,2961104695
"Osmundastrum cinnamomeum",128.166667,41.666667,883367266
"Osmundastrum cinnamomeum",-80.3,42.766667,883364920
"Osmundastrum cinnamomeum",-90.3,37.8,883382145
"Osmunda regalis",-91.083333,37.433333,883364288
"Osmunda regalis",-114.516667,53.8,883368307
"Osmundastrum cinnamomeum",-77.493783,46.107638,1563639500
"Osmundastrum cinnamomeum",-79.2533,43.16544,883393593
"Osmunda regalis",-50.975833,-29.613889,1095364999
"Osmundastrum cinnamomeum",-51.993889,-31.248056,1095343845
"Osmundastrum cinnamomeum",-51.956944,-31.345833,1095357255
"Osmundastrum cinnamomeum",-73.19611,41.18638,4955488828
"Osmundastrum cinnamomeum",-72.03027,41.34583,4955488829
"Osmundastrum cinnamomeum",-73.47166,41.40222,4955488831
"Osmundastrum cinnamomeum",-73.21,41.56194,4955488833
"Osmundastrum cinnamomeum",-72.52472,41.77527,4955488847
"Osmundastrum cinnamomeum",-73.2725,41.17583,4955488849
"Osmundastrum cinnamomeum",-72.00638,41.52,4955488851
"Osmundastrum cinnamomeum",-73.19611,41.18638,4955488852
"Osmundastrum cinnamomeum",-73.19694,41.98361,4955488854
"Osmundastrum cinnamomeum",-73.3925,41.46861,4955488855
"Osmundastrum cinnamomeum",-72.25,41.80833,4955488857
"Osmundastrum cinnamomeum",-73.21,41.56194,4955488859
"Osmundastrum cinnamomeum",-73.33194,41.84527,4955488860
"Osmundastrum cinnamomeum",-72.30361,41.31722,4955488862
"Osmundastrum cinnamomeum",-73.3925,41.46861,4955488863
"Osmundastrum cinnamomeum",-73.06027,41.22416,4955488865
"Osmundastrum cinnamomeum",-71.21666,42.33333,4955488868
"Osmundastrum cinnamomeum",-71.56666,41.55,4955488871
"Osmundastrum cinnamomeum",-71.43194,41.89861,4955488887
"Osmundastrum cinnamomeum",-71.15,42.27916,4955488888
"Osmundastrum cinnamomeum",-71.43194,41.89861,4955488890
"Osmunda regalis",-72.52472,41.77527,4955488896
"Osmunda regalis",-73.3475,41.12333,4955488902
"Osmunda regalis",-72.25416,41.80916,4955488904
"Osmunda regalis",-73.2725,41.17583,4955488905
"Osmunda regalis",-72.13138,41.77805,4955584063
"Osmunda regalis",-72.17111,41.79666,4955584064
"Osmundastrum cinnamomeum",-74.34083,40.86027,4955602197
"Osmunda regalis",-69.25561,44.1975,4955491585
"Osmunda regalis",-72.11027,41.37861,4955520840
"Osmunda regalis",-71.66666,42.41666,4955671126
"Osmunda regalis",-72.0675,42.55555,4955671129
"Osmundastrum cinnamomeum",-72.30777,43.12055,4955671130
"Osmundastrum cinnamomeum",-71.72444,42.59444,4955671132
"Osmundastrum cinnamomeum",-71.91666,42.65,4955671133
"Osmundastrum cinnamomeum",-72.08833,41.54944,4955676024
"Osmundastrum cinnamomeum",-72.21666,42.58333,4955676027
"Osmundastrum cinnamomeum",-72.13333,42.31666,4955676030
"Osmundastrum cinnamomeum",-72.05083,42.22916,4955676032
"Osmundastrum cinnamomeum",-71.66666,42.41666,4955676033
"Osmundastrum cinnamomeum",-69.97166,43.44555,4955676035
"Osmundastrum cinnamomeum",-71.76,42.19388,4955676036
"Osmundastrum cinnamomeum",-71.92805,42.31111,4955676038
"Osmundastrum cinnamomeum",-72.18777,42.6775,4955676039
"Osmundastrum cinnamomeum",-71.62944,42.07722,4955676041
"Osmunda regalis",-72.21666,42.58333,4955676060
"Osmunda regalis",-71.6375,42.38138,4955676061
"Osmunda regalis",-71.80222,42.58333,4955676063
"Osmundastrum cinnamomeum",-72.83333,42.7,4955694312
"Osmundastrum cinnamomeum",-72.57027,41.83222,4955493834
"Osmundastrum cinnamomeum",-72.92416,41.31,4955493837
"Osmundastrum cinnamomeum",-73.47166,41.40222,4955493839
"Osmundastrum cinnamomeum",-72.52472,41.77527,4955493851
"Osmundastrum cinnamomeum",-72.25416,41.80916,4955493852
"Osmundastrum cinnamomeum",-73.42277,41.985,4955493854
"Osmundastrum cinnamomeum",-73.47166,41.40222,4955493855
"Osmundastrum cinnamomeum",-72.50611,41.56805,4955493857
"Osmundastrum cinnamomeum",-73.2725,41.17583,4955493858
"Osmundastrum cinnamomeum",-73.47166,41.40222,4955493860
"Osmundastrum cinnamomeum",-73.2725,41.17583,4955493862
"Osmundastrum cinnamomeum",-73.3475,41.12333,4955493864
"Osmundastrum cinnamomeum",-73.33194,41.84527,4955493865
"Osmundastrum cinnamomeum",-72.03027,41.34583,4955493867
"Osmundastrum cinnamomeum",-73.19694,41.98361,4955493870
"Osmundastrum cinnamomeum",-71.21666,42.33333,4955493872
"Osmundastrum cinnamomeum",-74.49333,40.84888,4955493875
"Osmundastrum cinnamomeum",-74.98583,39.80416,4955493890
"Osmundastrum cinnamomeum",-75.60138,41.01444,4955493891
"Osmunda regalis",-72.74166,41.94666,4955493904
"Osmunda regalis",-72.01555,41.43972,4955493907
"Osmunda regalis",-72.25,41.80833,4955493911
"Osmunda regalis",-72.25,41.80833,4955493914
"Osmunda regalis",0.31666,51.61666,4955493917
"Osmunda regalis",-72.70138,42.375,4955541910
"Osmundastrum cinnamomeum",-72.13166,41.60861,4955579054
"Osmunda regalis",-72.22944,41.78833,4955579056
"Osmundastrum cinnamomeum",-73.44777,42.99555,4955599636
"Osmunda regalis",-70.185,42.07444,4955663556
"Osmunda regalis",-71.60833,42.43333,4955674118
"Osmundastrum cinnamomeum",-72.58833,42.34166,4955674121
"Osmundastrum cinnamomeum",-74.36666,41.06666,4955674123
"Osmundastrum cinnamomeum",-73.23694,41.47611,4955678013
"Osmundastrum cinnamomeum",-71.85,42.2,4955678016
"Osmundastrum cinnamomeum",-71.60222,42.17444,4955678018
"Osmundastrum cinnamomeum",-72.07861,42.10833,4955678019
"Osmundastrum cinnamomeum",-71.93333,42.05,4955678021
"Osmundastrum cinnamomeum",-72.10222,42.21388,4955678022
"Osmundastrum cinnamomeum",-71.53333,42.15,4955678024
"Osmundastrum cinnamomeum",-71.58083,42.02777,4955678025
"Osmundastrum cinnamomeum",-71.96666,42.38333,4955678027
"Osmundastrum cinnamomeum",-72.19111,42.2125,4955678030
"Osmunda regalis",-71.54111,42.01777,4955678050
"Osmunda regalis",-71.99805,42.575,4955678052
"Osmundastrum cinnamomeum",-73.27194,41.17583,4955687651
"Osmundastrum cinnamomeum",-73.19611,41.18638,4955489833
"Osmundastrum cinnamomeum",-73.2725,41.17583,4955489836
"Osmundastrum cinnamomeum",-73.19611,41.18638,4955489838
"Osmundastrum cinnamomeum",-73.39333,41.30444,4955489852
"Osmundastrum cinnamomeum",-73.47166,41.40222,4955489853
"Osmundastrum cinnamomeum",-73.2725,41.17583,4955489855
"Osmundastrum cinnamomeum",-73.13027,41.20444,4955489856
"Osmundastrum cinnamomeum",-73.47166,41.40222,4955489858
"Osmundastrum cinnamomeum",-73.29361,41.39833,4955489861
"Osmundastrum cinnamomeum",-73.19611,41.18638,4955489863
"Osmundastrum cinnamomeum",-73.47166,41.40222,4955489865
"Osmundastrum cinnamomeum",-72.99305,41.42555,4955489868
"Osmundastrum cinnamomeum",-72.99305,41.42555,4955489871
"Osmundastrum cinnamomeum",-71.21666,42.33333,4955489874
"Osmundastrum cinnamomeum",-73.055,40.66861,4955489876
"Osmundastrum cinnamomeum",-71.325,41.73333,4955489891
"Osmunda regalis",-73.19611,41.18638,4955489902
"Osmunda regalis",-72.97277,41.92916,4955489904
"Osmunda regalis",-73.19611,41.18638,4955489907
"Osmunda regalis",-72.17416,41.76888,4955489915
"Osmunda regalis",-72.68833,41.32833,4955518328
"Osmunda regalis",-71.11666,42.53333,4955518926
"Osmunda regalis",-71.11666,42.53333,4955538912
"Osmunda regalis",-72.29138,41.87138,4955577062
"Osmundastrum cinnamomeum",-68.76111,48.34861,4955603479
"Osmunda regalis",-72.65833,41.725,4955603509
"Osmunda regalis",-73.96388,40.66805,4955611577
"Osmundastrum cinnamomeum",-72.18833,41.87916,4955622565
"Osmundastrum cinnamomeum",-71.325,41.73333,4955662199
"Osmundastrum cinnamomeum",-71.90861,42.24583,4955672129
"Osmundastrum cinnamomeum",-74.36666,41.06666,4955672132
"Osmundastrum cinnamomeum",-73.23694,41.47611,4955677024
"Osmundastrum cinnamomeum",-71.85,42.2,4955677026
"Osmundastrum cinnamomeum",-71.80777,42.27055,4955677027
"Osmundastrum cinnamomeum",-72.0675,42.55555,4955677029
"Osmundastrum cinnamomeum",-71.76055,42.4375,4955677030
"Osmundastrum cinnamomeum",-71.73944,42.05416,4955677032
"Osmundastrum cinnamomeum",-71.71611,42.35,4955677033
"Osmundastrum cinnamomeum",-72.13333,42.31666,4955677035
"Osmundastrum cinnamomeum",-72.03333,42.075,4955677038
"Osmundastrum cinnamomeum",-71.88,42.05,4955677041
"Osmunda regalis",-71.85,42.2,4955677057
"Osmunda regalis",-72.10222,42.21388,4955677058
"Osmundastrum cinnamomeum",-73.40777,41.1175,4955686558
"Osmunda regalis",-73.20472,41.16694,4955686786
"Osmunda regalis",-72.45,41.98333,4955700711
"Osmundastrum cinnamomeum",-72.69166,41.98333,4955492829
"Osmundastrum cinnamomeum",-73.2725,41.17583,4955492832
"Osmundastrum cinnamomeum",-72.90972,41.86166,4955492834
"Osmundastrum cinnamomeum",-72.99305,41.42555,4955492848
"Osmundastrum cinnamomeum",-73.3475,41.12333,4955492849
"Osmundastrum cinnamomeum",-72.92416,41.31,4955492851
"Osmundastrum cinnamomeum",-73.47166,41.40222,4955492854
"Osmundastrum cinnamomeum",-73.21,41.56194,4955492857
"Osmundastrum cinnamomeum",-72.5775,41.78444,4955492859
"Osmundastrum cinnamomeum",-73.29361,41.39833,4955492862
"Osmundastrum cinnamomeum",-72.69166,41.98333,4955492865
"Osmundastrum cinnamomeum",-73.47166,41.40222,4955492868
"Osmundastrum cinnamomeum",-80.125,40.62527,4955492871
"Osmundastrum cinnamomeum",-73.055,40.66861,4955492885
"Osmundastrum cinnamomeum",-71.56666,41.55,4955492888
"Osmunda regalis",-71.87194,41.46944,4955492897
"Osmunda regalis",-73.15527,41.28388,4955492899
"Osmunda regalis",-73.47166,41.40222,4955492900
"Osmunda regalis",-72.25,41.80833,4955492902
"Osmunda regalis",-72.66444,41.73833,4955492903
"Osmunda regalis",-72.26194,41.88527,4955492910
"Osmundastrum cinnamomeum",-72.68833,41.32833,4955522326
"Osmundastrum cinnamomeum",-70.15694,41.68944,4955522925
"Osmunda regalis",-71.11666,42.53333,4955543898
"Osmunda regalis",-71.11666,42.37083,4955559228
"Osmundastrum cinnamomeum",-68.24027,44.30305,4955618303
"Osmunda regalis",-72.70194,41.905,4955618373
"Osmundastrum cinnamomeum",-73.15513,42.03228,4955618554
"Osmundastrum cinnamomeum",-73.47888,41.75472,4955627127
"Osmunda regalis",-72.70194,41.905,4955644645
"Osmunda regalis",-70.185,42.07444,4955664499
"Osmunda regalis",-72.30777,43.12055,4955675066
"Osmundastrum cinnamomeum",-71.80222,42.58333,4955675071
"Osmundastrum cinnamomeum",-71.80777,42.27055,4955679966
"Osmundastrum cinnamomeum",-71.54111,42.01777,4955679967
"Osmundastrum cinnamomeum",-72.1,42.43333,4955679969
"Osmundastrum cinnamomeum",-71.80777,42.27055,4955679970
"Osmundastrum cinnamomeum",-71.76277,42.15,4955679972
"Osmundastrum cinnamomeum",-71.99222,42.24388,4955679973
"Osmundastrum cinnamomeum",-71.60833,42.43333,4955679975
"Osmundastrum cinnamomeum",-71.64111,42.31944,4955679978
"Osmundastrum cinnamomeum",-72.2,42.36666,4955679981
"Osmundastrum cinnamomeum",-71.61611,42.26944,4955679984
"Osmundastrum cinnamomeum",-72.3025,41.88111,4955703684
"Osmundastrum cinnamomeum",-72.22944,41.78833,4955488830
"Osmundastrum cinnamomeum",-73.2725,41.17583,4955488832
"Osmundastrum cinnamomeum",-73.2725,41.17583,4955488834
"Osmundastrum cinnamomeum",-73.20888,42.0025,4955488848
"Osmundastrum cinnamomeum",-72.03027,41.34583,4955488850
"Osmundastrum cinnamomeum",-73.33194,41.84527,4955488853
"Osmundastrum cinnamomeum",-73.13027,41.20444,4955488856
"Osmundastrum cinnamomeum",-72.84083,41.72777,4955488858
"Osmundastrum cinnamomeum",-73.19611,41.18638,4955488861
"Osmundastrum cinnamomeum",-73.29361,41.39833,4955488864
"Osmundastrum cinnamomeum",-73.39333,41.30444,4955488866
"Osmundastrum cinnamomeum",-72.95805,41.83777,4955488867
"Osmundastrum cinnamomeum",-71.16666,42.48333,4955488869
"Osmundastrum cinnamomeum",-71.43194,41.89861,4955488870
"Osmundastrum cinnamomeum",-72.8,42.51666,4955488886
"Osmundastrum cinnamomeum",-71.43194,41.89861,4955488889
"Osmunda regalis",-72.03027,41.34583,4955488897
"Osmunda regalis",-72.37694,41.73277,4955488898
"Osmunda regalis",-73.39333,41.30444,4955488901
"Osmunda regalis",-73.42277,41.985,4955488910
"Osmundastrum cinnamomeum",-73.29361,41.39833,4955488961
"Osmunda regalis",-74.98333,40.96666,4955519920
"Osmundastrum cinnamomeum",-71.8,42.26666,4955572917
"Osmunda regalis",-72.48638,41.49138,4955584062
"Osmundastrum cinnamomeum",-70.80333,43.87861,4955616345
"Osmundastrum cinnamomeum",-72.41277,41.96111,4955623749
"Osmundastrum cinnamomeum",-72.70194,41.905,4955641685
"Osmundastrum cinnamomeum",-72.03027,41.34583,4955597215
"Osmundastrum cinnamomeum",-71.80222,42.58333,4955671131
"Leptopteris hymenophylloides",173.03333,-34.41666,4955676023
"Osmundastrum cinnamomeum",-71.90861,42.24583,4955676025
"Osmundastrum cinnamomeum",-71.6375,42.38138,4955676026
"Osmundastrum cinnamomeum",-71.80777,42.27055,4955676028
"Osmundastrum cinnamomeum",-71.76277,42.15,4955676029
"Osmundastrum cinnamomeum",-71.53333,42.3,4955676031
"Osmundastrum cinnamomeum",-70.80333,43.87861,4955676034
"Osmundastrum cinnamomeum",-71.65,42.13333,4955676037
"Osmundastrum cinnamomeum",-71.85777,42.35166,4955676040
"Osmundastrum cinnamomeum",-71.78555,42.36666,4955676042
"Osmundastrum cinnamomeum",-72.04388,42.68611,4955676043
"Osmunda regalis",-72.61194,41.78222,4955676059
"Osmunda regalis",-71.73944,42.05416,4955676062
"Osmunda regalis",-72.07833,41.35,4955685872
"Osmundastrum cinnamomeum",-73.03611,41.55833,4955694836
"Osmundastrum cinnamomeum",-73.2725,41.17583,4955493835
"Osmundastrum cinnamomeum",-72.66444,41.73833,4955493836
"Osmundastrum cinnamomeum",-72.61583,41.76138,4955493838
"Osmundastrum cinnamomeum",-73.2725,41.17583,4955493840
"Osmundastrum cinnamomeum",-72.28888,41.91138,4955493850
"Osmundastrum cinnamomeum",-73.45388,41.39472,4955493853
"Osmundastrum cinnamomeum",-73.13527,41.43,4955493856
"Osmundastrum cinnamomeum",-72.92416,41.31,4955493859
"Osmundastrum cinnamomeum",-73.06027,41.22416,4955493861
"Osmundastrum cinnamomeum",-72.31666,41.98333,4955493863
"Osmundastrum cinnamomeum",-73.23638,41.85138,4955493866
"Osmundastrum cinnamomeum",-73.19611,41.18638,4955493868
"Osmundastrum cinnamomeum",-73.30138,41.26583,4955493869
"Osmundastrum cinnamomeum",-71.84361,41.82722,4955493871
"Osmundastrum cinnamomeum",-71.79083,41.57555,4955493873
"Osmundastrum cinnamomeum",-71.16666,41.51666,4955493874
"Osmundastrum cinnamomeum",-73.055,40.66861,4955493889
"Osmunda regalis",-71.90722,41.365,4955493900
"Osmunda regalis",-73.47166,41.40222,4955493903
